genre,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
R,0.9266166296,0.264521454,0.8725259757,0.9513248751,0.11729975,0.1292366772,163.67,0.0383551514
R,0.8679748635,0.446322011,0.3799895655,0.7780285338,0.1022665289,0.2161496655,60.539,0.1484027729
R,0.1605170219,0.3671590357,0.335461571,0.9635812051,0.112090036,0.4795285644,182.691,0.1139283012
R,0.0458793158,0.2745942584,0.761971798,0.9448473794,0.1024143982,0.0910375918,126.871,0.3688794244
R,0.5402475271,0.1986868226,0.4246546932,0.7161799731,0.1308577472,0.0491453575,174.342,0.0979531726
E,0.5227411835,0.3463216936,0.5788244352,0.9155376776,0.1120367643,0.0631481368,152.359,0.2228020651
E,0.1037261266,0.8327913739,0.2867429354,1.17034e-05,0.1062276759,0.4795660682,130.729,0.3980641264
E,0.0360719585,0.4947853874,0.8128442149,0.7245437849,0.1046541933,0.0378955367,148.63,0.0374791485
R,0.678173911,0.2049586218,0.5719771447,0.9525522238,0.4819093587,0.0701212749,139.141,0.2608936151
R,0.5466774887,0.2328483016,0.8750140129,0.9718121492,0.117104466,0.0598976382,152.243,0.5329179451
R,0.1308481212,0.4117593598,0.9013811977,0.9536309309,0.1780343269,0.0454785996,156.203,0.5442521455
R,0.0141005158,0.2630484023,0.7155785192,0.9320173155,0.0879889893,0.0415838537,119.803,0.196731579
R,0.8567394519,0.2498107717,0.8335263035,0.9728700043,0.6103111,0.0383348079,164.828,0.7635792562
R,0.5871708573,0.3938928638,0.4864749646,0.7248880355,0.1259288894,0.0531735363,111.039,0.0337314206
R,0.9773804543,0.5074694586,0.7021158968,0.9607928522,0.1375834763,0.09463754,118.938,0.3247939423
R,0.9064422291,0.3756904153,0.3554741988,0.9170972973,0.1115653977,0.037222128,119.454,0.039260104
R,0.7560355537,0.6153177599,0.3894671459,0.4708815805,0.1497454414,0.0327103742,98.747,0.4197026013
R,0.5838220345,0.6162719497,0.9716817809,0.9705262745,0.0956376902,0.0431232889,119.965,0.6879173721
R,0.3261909895,0.1016102389,0.0341906879,0.9566424314,0.1076182579,0.0430326523,163.584,0.0325860638
R,0.8023310851,0.4038324977,0.6394539289,0.0050840651,0.0984828487,0.0304307408,116.052,0.2340743884
R,0.9137204318,0.1543450308,0.1349649922,0.9430497732,0.1166466613,0.0353634948,82.19,0.0368191134
R,0.550326793,0.3315937064,0.7875269967,0.9597342881,0.0953589096,0.0510868306,91.986,0.5619553428
R,0.8656241532,0.2879003598,0.3513387991,0.1107543344,0.3743749942,0.1179734357,188.2,0.0415886918
R,0.9957284537,0.3164176433,0.1703284724,0.9723624331,0.1161577632,0.0373453335,136.139,0.0237451541
R,0.2383439398,0.2855315711,0.4634755456,0.902571988,0.1192726591,0.0806991426,80.363,0.0365925705
R,0.9327229904,0.4388498177,0.6768766027,0.9133633444,0.1170936632,0.03004135,90.385,0.087827706
R,0.1763814292,0.4183409658,0.6338646242,0.7428315492,0.3544381272,0.0522658406,111.524,0.1566792233
R,0.0158881595,0.2531004834,0.6948933573,0.8708170376,0.1112490204,0.0605628375,137.105,0.0505410688
R,0.0916440316,0.2178333611,0.8861837864,0.8494544664,0.0904614235,0.0553577155,146.898,0.0697362492
R,0.4011630873,0.2724153825,0.9587289563,0.9667328621,0.1094113304,0.0454881407,107.897,0.1926264274
R,0.2803028295,0.3701143735,0.7215063496,0.8817478278,0.095841745,0.056486446,150.974,0.5000896221
R,0.8516958416,0.3641724645,0.9805631805,0.9672048008,0.206897727,0.057153571,99.159,0.1132933867
R,0.3319393369,0.3126995831,0.7522300659,0.9668111121,0.2415382977,0.1775962527,119.224,0.0439583576
R,0.8538163556,0.287852263,0.7417090978,0.2311238715,0.1172131209,0.1512699799,164.105,0.5746339128
R,0.1328538284,0.5788047312,0.8277262656,0.9407542685,0.3388467154,0.0397736726,157.219,0.5235673018
R,0.9811372502,0.4921652742,0.8424334171,0.9611534392,0.1541200853,0.1324355565,88.889,0.2058303961
R,0.8556110592,0.5374523077,0.9437811691,0.7212932728,0.1774816473,0.3069881222,168.671,0.9118954329
R,0.6615756514,0.6049858292,0.3059493342,0.0004757668,0.177045569,0.0420203945,110.021,0.5439201972
R,0.6388304917,0.5880031164,0.4082236348,0.8979052169,0.1239027001,0.0336578846,96.714,0.7594318161
R,0.0225651814,0.2735486589,0.6935450606,0.9244092428,0.110651095,0.0502692483,154.651,0.0405823596
R,0.9091440113,0.205544753,0.5135679089,0.0438306692,0.4182422456,0.0298071041,94.898,0.5803443829
R,0.2811363185,0.6174857039,0.6885676306,0.8356346269,0.1233266498,0.0504876156,100.553,0.6082920925
R,0.7105152266,0.3500620873,0.9510025221,0.8787466057,0.1260843178,0.0808693802,155.041,0.0495987535
R,0.023069465,0.4121431529,0.7890825158,0.8509615161,0.0623133018,0.0458161718,147.738,0.679664176
R,0.3199426198,0.3940848841,0.5274689369,0.1565024043,0.169253959,0.0955474779,116.578,0.7599087217
R,0.0558234964,0.6165226458,0.9295405948,0.8728717774,0.1578091341,0.0731485745,109.72,0.3694044206
R,0.1709590653,0.5591242079,0.9154342378,0.8853875895,0.144506285,0.0506354879,87.753,0.7918911451
R,0.192843822,0.2914882713,0.3699368207,0.7599836658,0.6069215099,0.0948048309,151.183,0.2795580131
R,0.3976731333,0.3220001309,0.3839838132,0.6637538981,0.1781859027,0.0541362087,157.038,0.447166709
R,0.0409980583,0.6130576534,0.8702312953,0.8195541282,0.1108537357,0.0584787976,189.089,0.9455190017
R,0.0307440687,0.3362516257,0.2743659948,0.0444671218,0.1325221534,0.0320714311,170.097,0.4374805917
R,0.2933963765,0.5896304785,0.5237995025,0.9506093262,0.0946267807,0.107931573,167.407,0.6206756899
R,0.1559728137,0.5769883306,0.6198925068,0.2269256444,0.0955309533,0.0335179291,137.128,0.8408509115
R,0.4240327132,0.5714400382,0.8112678602,0.8899557196,0.2539879766,0.1278372369,137.396,0.8025392786
R,0.4888485232,0.6538938679,0.9899876819,0.9512894755,0.0580609124,0.1132193499,188.308,0.9662386642
R,0.2579698413,0.3008389484,0.8537001647,0.7905751177,0.0575986178,0.0472663142,148.232,0.5887983942
R,0.2730616348,0.8527066609,0.9242356216,0.7566405376,0.1105079641,0.0530929433,109.758,0.5844909682
R,0.8284932997,0.5902845873,0.7161879556,0.8630416693,0.1076172954,0.0420449147,158.441,0.9352744558
R,0.5844508926,0.3409175403,0.8734741917,0.9209544449,0.2062233317,0.0425533404,203.418,0.5070630806
R,0.8083477558,0.3019894774,0.7004344361,0.028115986,0.4718506621,0.0429588008,138.245,0.7097252812
R,0.3843514026,0.3828447172,0.8269986286,0.7729621611,0.3735275647,0.051593432,151.879,0.8094988838
R,0.2039920037,0.3310035146,0.6517554586,0.6319731194,0.1553298599,0.0735370912,115.483,0.6214081122
R,0.7024353422,0.4144095045,0.2179091021,0.9119216047,0.1012899216,0.0334700818,118.328,0.1062678865
R,0.9708645896,0.3999474208,0.707022558,0.9204419043,0.1213210476,0.4848903405,112.811,0.2637032963
R,0.5837173937,0.3230474731,0.4725017634,0.721429672,0.1181556634,0.0783886491,167.418,0.7615659503
R,0.8665002986,0.4807709929,0.6396708918,0.8904565061,0.1037468285,0.0800056863,148.001,0.6389925362
R,0.4855963222,0.7405700588,0.8297983617,0.4067980514,0.1001554953,0.4532948846,154.631,0.9646418788
R,0.7718356832,0.710006544,0.6975840475,7.84651e-05,0.1962898286,0.2072927013,87.41,0.7506925757
R,0.5399321407,0.6365304435,0.8404757298,0.8375729769,0.0748620592,0.0702975329,93.527,0.9236597086
R,0.8395266475,0.2899138622,0.5853729623,0.9371435126,0.0739594343,0.0402374995,120.823,0.1034013961
R,0.9927424253,0.3958936003,0.4797649151,0.5280887187,0.0825198427,0.0609650548,172.887,0.9586917719
R,0.3571680594,0.1828169389,0.9536835394,0.8434298624,0.3207681167,0.0784009355,158.421,0.1247367828
R,0.8034656852,0.2921281371,0.4299951782,0.8129271486,0.2004409152,0.0447840493,104.021,0.0877261557
R,0.2321202658,0.4681406526,0.6513582502,0.8608945908,0.1709162447,0.0336988919,103.765,0.669053155
R,0.2386812273,0.5757640078,0.6869920072,0.9415853034,0.0955948538,0.0816786387,91.093,0.914391917
R,0.1526616652,0.41178298,0.5422948684,0.1570497891,0.0544835243,0.0848961325,137.744,0.7375435097
R,0.3324392534,0.3632259926,0.4736387765,3.1623e-06,0.1002784807,0.0449977811,137.505,0.8649862794
R,0.7394246729,0.5351388329,0.458886548,0.9201708566,0.096834834,0.4815086919,160.027,0.7729555797
R,0.8009122158,0.3496606915,0.6043275722,0.8687997454,0.1022073176,0.0517916892,193.836,0.7824030664
R,0.9913616647,0.3979535543,0.386619673,0.3286203933,0.1459607608,0.0829160179,163.143,0.9645900576
R,0.9237790811,0.40932682,0.4228748157,0.9159811089,0.1644515367,0.1310933596,91.876,0.2743560837
R,0.4739490104,0.4663275039,0.7569282867,0.1194011832,0.3866074091,0.0379552709,150.384,0.9708364958
R,0.8553943528,0.4995290093,0.4416734606,0.9278221672,0.1038721214,0.2681142689,192.503,0.537857052
R,0.0001543012,0.2634896593,0.0803558159,0.9185283587,0.1111384235,0.0359472438,120.853,0.0316080556
R,0.8999925243,0.2015735702,0.9733278759,0.9387909646,0.2549186562,0.0700411085,154.03,0.3039766752
R,0.891792206,0.263767223,0.9347351593,0.8973034355,0.0756860699,0.0519796064,148.751,0.687984774
R,0.2543236467,0.1876279756,0.975189471,0.9064938753,0.1457682416,0.1038142484,76.067,0.0845308496
R,0.8455353733,0.3973284668,0.738775958,0.8371083605,0.09697874,0.0805402652,94.137,0.246956737
E,0.0099098355,0.2616603057,0.7070011359,0.1456666346,0.3749029435,0.0915449771,118.542,0.0361452038
E,0.4340761121,0.3843914157,0.9363877308,0.9562717174,0.3420640726,0.2974396598,73.105,0.0713357035
E,0.5740640463,0.3808783129,0.3044906839,0.7159826788,0.0879319803,0.1503360084,62.2,0.2353838475
E,0.5228708556,0.2331844751,0.9682894233,0.8673712338,0.3568172091,0.5637135251,177.268,0.0364371812
E,0.8630493524,0.2084147576,0.9997318043,0.5034425208,0.602241315,0.500365039,90.326,0.0205875955
E,0.4082794732,0.1654497416,0.9961319202,0.6290404936,0.1302574101,0.1202592018,122.596,0.016333303
E,0.2146759473,0.2282466895,0.3355868779,0.9581685708,0.108591407,0.0885371486,35.248,0.0360880136
E,0.9671519817,0.2912895928,0.9926293653,0.8541490643,0.1382686507,0.4566625427,136.841,0.0238587021
E,0.8045145253,0.138838442,0.0001793942,0.8373353118,0.3921054862,0.2840173319,238.08,0.9769222841
R,0.9368554731,0.4437526291,0.790680753,0.9372683827,0.0534265582,0.0319498026,112.5,0.8426042702
R,0.8105361291,0.3565339014,0.9419612564,0.9623092733,0.1422250589,0.0346950931,170.025,0.9225453606
R,0.9799909026,0.4372384038,0.6642880972,0.9459391963,0.0887105919,0.0369617435,154.935,0.9324231173
R,0.9043487731,0.3742808535,0.9543762587,0.8453654456,0.292974962,0.0378161237,89.537,0.9292311675
R,0.6803746856,0.4016624595,0.9448012329,0.9184024551,0.2264495639,0.0516051637,111.309,0.4928260122
R,0.9128818257,0.4302263545,0.6468805538,0.6468002847,0.0830232738,0.0337276905,182.128,0.9796769469
R,0.7450377907,0.367863218,0.9602890632,0.9696536369,0.1410379025,0.0432823981,143.863,0.1523001905
R,0.8869822548,0.3236012176,0.9497903801,0.9709787988,0.1437832172,0.0566883757,143.238,0.0378265465
R,0.1714061892,0.456081451,0.6807506103,0.9307115161,0.0812015595,0.0286286747,107.08,0.4967603352
R,0.9465863835,0.1859294916,0.5543436632,0.9725575803,0.1118643792,0.0385655715,157.133,0.2122493335
R,0.612808945,0.5891351677,0.6297810283,0.6177520702,0.0843621351,0.0362178234,155.813,0.9056831666
R,0.6681394478,0.3913210166,0.4621400345,0.2442642379,0.1072978295,0.0296077844,135.135,0.3271561135
R,0.5286154741,0.4810276535,0.5866703394,0.5726525587,0.1141276683,0.0262921098,98.499,0.4478773364
R,0.1066247746,0.2463620122,0.524025127,0.5572696166,0.1128118458,0.0283086966,86.916,0.1381268607
R,0.3896609065,0.1058458557,0.7775177929,0.9234766007,0.1060724847,0.0734690916,84.709,0.0969026729
R,0.1471656769,0.4309192284,0.9368364682,0.9281083613,0.0981907961,0.1910173987,160.652,0.4686324173
R,0.7337645023,0.5592518226,0.5099547582,0.9672276538,0.1254584671,0.1051773128,91.237,0.6116187091
R,0.4811209116,0.4563735336,0.9300019635,0.9681859279,0.1151753327,0.2265369489,152.234,0.0741397051
R,0.0011277975,0.1687885507,0.9737582699,0.9597653807,0.1550199271,0.0838008719,158.182,0.3556924112
R,0.3480649367,0.3562572538,0.9099715202,0.9166304744,0.1149621142,0.098477656,95.917,0.3135771164
R,0.8351915405,0.0935367755,0.9652244377,0.8036764196,0.202670104,0.0663202976,189.352,0.1968898084
R,0.9204202526,0.3158016826,0.9640807521,0.8643111937,0.3045912144,0.0552725653,176.802,0.2587123548
R,0.157402662,0.4963954729,0.8351436772,0.8946110429,0.1097846374,0.0497031159,144.397,0.2741406028
R,0.9860914259,0.3352726581,0.4955769745,0.9510621926,0.1466602685,0.0376988275,90.671,0.6518735303
R,0.7415733551,0.4347200668,0.666435291,0.91460416,0.0779932493,0.0307453573,124.172,0.7524514671
R,0.8423758881,0.6353571976,0.300839774,0.9257044595,0.1119070892,0.0355591346,117.741,0.509767579
R,0.9195049466,0.3493936746,0.7443371918,0.8016878001,0.1006223311,0.0417641396,134.74,0.2030283498
R,0.487371394,0.360162796,0.9220466241,0.8673547921,0.1071429984,0.0385560604,148.307,0.2654734334
R,0.978780655,0.610153886,0.4190794489,0.9301627516,0.0568953341,0.0370193594,136.551,0.3379626799
R,0.5360860793,0.3684344338,0.6972522203,0.9259837011,0.1112947749,0.0613806906,135.179,0.162321789
R,0.9956712757,0.3830843559,0.6119869751,0.911560371,0.2311016046,0.0471054246,124.794,0.413029491
R,0.9874045514,0.4143332118,0.7826475757,0.9698494382,0.5910856962,0.0585973005,129.765,0.366841797
R,0.8201358299,0.7663062011,0.3193977514,0.4980463245,0.1415529592,0.0408628787,122.278,0.4172110022
R,0.0009587397,0.4497513262,0.8468084254,0.936958684,0.171479283,0.0399736457,121.103,0.3987585208
R,0.8069930463,0.4484875138,0.7982620231,0.9650421172,0.2568461292,0.0382000563,114.655,0.5195276543
R,0.5091401191,0.6236912299,0.2702096801,0.7493740654,0.0963014958,0.0407804562,117.603,0.3422860332
R,0.9957964501,0.4615153346,0.208283425,0.9733005162,0.1023993101,0.0423636101,80.957,0.1596791424
R,0.1024541367,0.4067030496,0.3170472966,0.923710397,0.0946589923,0.0336262526,123.849,0.5586747882
E,0.9365770575,0.0595476637,0.1848228404,0.9582132217,0.0834157483,0.0608452635,193.858,0.0498941321
E,0.0353618117,0.2102163331,0.1709965699,0.9591259903,0.1115651975,0.0430212244,123.487,0.1025031247
E,0.82311859,0.2449060768,0.3483655088,0.913711519,0.1105834798,0.0965571618,111.261,0.1168000335
R,0.9469503783,0.1551014346,0.7061182493,0.9627204024,0.5083474225,0.0609832752,88.356,0.2693336019
R,0.0045837058,0.6743432872,0.8648846175,0.8307222449,0.1061750909,0.0337122205,125.212,0.8756259517
R,0.4898965382,0.6596475176,0.758514421,0.7730388235,0.3260411915,0.1607955063,125.305,0.7019315814
R,0.9139236064,0.4312693255,0.7032215713,0.9680957886,0.2078050359,0.0462430763,63.913,0.4411338334
R,0.9825468088,0.136879082,0.908548967,0.9635775246,0.7421645301,0.061961915,98.544,0.0573118891
E,0.7359316008,0.2404483838,0.013722918,0.8907038145,0.1115501,0.0923206321,34.944,0.0336092823
E,0.0540715809,0.1619729789,0.0008550531,0.9265883885,0.1098559721,0.0579025104,126.558,0.0761650071
E,0.0007586408,0.3234010877,0.0770460281,0.7917272108,0.289525496,0.1878510271,95.514,0.0610599648
E,0.9808278638,0.1589733155,0.3183221093,0.9702395499,0.1335996534,0.0627977681,105.251,0.0292034407
E,0.1182330666,0.1406690743,0.0062027373,0.7910497039,0.1130403974,0.0498594954,138.713,0.155874746
E,0.7016261887,0.1859759479,0.1882655461,0.8772752321,0.1199227414,0.0760031363,165.885,0.0380685489
E,0.0007089994,0.1147904891,0.0007843209,0.4892262126,0.1101699105,0.0848378258,95.756,0.6925194826
E,0.0018812937,0.1491038502,0.0956551739,0.9207615279,0.0916570909,0.0705498165,138.068,0.0310903279
E,0.0001275759,0.2309818838,0.2869437842,0.9115339712,0.1099906762,0.0478924446,102.496,0.0303013856
E,0.4400564095,0.1610654647,0.0001797846,0.5831192533,0.1239952749,0.0751276642,125.799,0.084510045
E,2.89648e-05,0.0975251359,0.0009407433,0.9714444117,0.1115980738,0.0500818882,158.405,0.035934896
E,4.46693e-05,0.2221900492,0.0107908573,0.9207856044,0.1917702126,0.0706937128,116.932,0.0326882764
E,0.9478161981,0.1468302338,0.502439121,0.3189935648,0.2930869194,0.3316887625,93.764,0.0374916198
R,0.0813720224,0.1614216925,0.6611926528,0.8868345237,0.1130484809,0.0572016117,125.879,0.4164879552
R,0.5885187825,0.2488167148,0.6508902219,0.8933665888,0.1098792136,0.0511901989,154.219,0.1879970835
R,0.8707615485,0.1875739704,0.605392501,0.9346857932,0.1517260902,0.0433554158,104.66,0.1539904585
R,0.9261100265,0.2275138351,0.6565617744,0.9186569143,0.1022311405,0.046722722,138.745,0.2767616389
E,0.9852529811,0.3882684148,0.0940041886,0.8603226765,0.1125003201,0.0498417068,106.916,0.0271473588
E,0.3646896908,0.3644460469,0.4115451311,0.0729904254,0.1096000505,0.0969171913,85.61,0.3548592297
E,0.8049213805,0.6715470567,0.8275316376,0.862131698,0.1518743493,0.0343665557,132.664,0.2212075049
E,0.7518736325,0.1217626482,0.3173413521,0.9482756756,0.1101455852,0.0729399712,70.575,0.0589458416
E,0.9888283776,0.3194475418,0.2662360786,0.7900967651,0.1120985278,0.0417726871,114.103,0.1449811767
E,0.371701207,0.6932005972,0.5856853889,0.6041691208,0.1005174273,0.0321505414,124.013,0.3311699753
R,0.913245279,0.3270500695,0.4473291591,0.3097034846,0.0884284531,0.0339557563,103.432,0.4706246338
R,0.9243595439,0.3330957977,0.5160514943,0.961960147,0.1823103959,0.0371853405,163.568,0.9266955594
R,0.9626811278,0.4016668718,0.395651807,0.20752105,0.0890483765,0.0381962644,109.018,0.2586267495
R,0.9029257843,0.4389316437,0.7397214855,0.6865544153,0.115105863,0.0608661426,99.92,0.0646309395
R,0.9699264073,0.3673126967,0.5469647471,0.8726406598,0.1088149351,0.0767718577,127.771,0.2774125068
R,0.9254419495,0.2140337778,0.5471658039,0.9084769317,0.1367738023,0.0617315378,147.961,0.2007805748
R,0.958774197,0.3914152636,0.600759721,0.4252225183,0.1755590076,0.0688204633,97.117,0.203966319
R,0.4078778679,0.2403094785,0.872160179,0.8275636389,0.249598315,0.0506771411,151.17,0.2143753025
E,0.0874081475,0.8908908164,0.4588278108,0.8739999059,0.0586763207,0.1500553908,110.583,0.6269524853
E,0.0047671463,0.8363694409,0.4646161159,0.9182724535,0.069122447,0.1158260412,110.232,0.9367877855
E,0.1933283751,0.961547359,0.3311955505,0.769796806,0.0493293693,0.0888165214,119.998,0.8759614723
E,0.02056708,0.6523197616,0.524977604,0.8266377107,0.0768584845,0.0736607398,123.95,0.3829115205
E,0.2289770988,0.9275749845,0.2468322885,0.8664638081,0.1474645624,0.070228443,102.014,0.3472187522
E,0.0812558524,0.8971966936,0.3678861769,0.1044739584,0.0858449424,0.0412706607,100.744,0.749293144
E,0.1956274552,0.3789820934,0.5636830266,0.8639027175,0.1048897613,0.0925630357,229.496,0.7906890344
R,0.6126745069,0.3397036469,0.6032309648,0.9736856609,0.2543687402,0.0363023365,150.396,0.3221628029
R,0.6012892319,0.5018140239,0.517443746,0.4146387701,0.2612522258,0.0320451541,149.784,0.8742301595
R,0.7638457456,0.3501798106,0.3520154147,0.93691035,0.1519636109,0.0336401636,147.631,0.6216017811
R,0.667411115,0.3321952597,0.4141141714,0.8336766271,0.4018085911,0.0305358195,92.127,0.8386826163
R,0.4754642474,0.4056087655,0.387384947,0.7687369143,0.1659039603,0.0286598155,157.156,0.7843099069
R,0.4258244588,0.3454044927,0.4831711397,0.8403470416,0.1553129643,0.0265599625,169.551,0.7803403856
R,0.8260142326,0.4136601509,0.3639950255,0.9108437315,0.1104367249,0.0285110499,152.763,0.7261898815
R,0.9484841392,0.4974064805,0.3109380322,0.0007529033,0.121335085,0.0327543049,75.592,0.8906303216
R,0.590966803,0.2283974581,0.5095127816,0.970456245,0.3108330759,0.0279701456,161.82,0.8333733532
R,0.5860842139,0.2036709718,0.5165750435,0.9394273763,0.1474589304,0.0345308992,153.471,0.5476811486
R,0.5170676756,0.4056370573,0.5647133891,0.9486994554,0.2128887004,0.0284114081,152.959,0.6827154261
R,0.5017515562,0.3464817268,0.2130530052,0.297762779,0.1085747139,0.046283558,107.287,0.3730074729
R,0.8722697328,0.4029827022,0.3724663906,0.7101968228,0.1439522249,0.0312377176,148.432,0.4058052271
R,0.7423758914,0.4176041446,0.8227863974,0.713674755,0.058815914,0.0321642199,147.934,0.4283422013
R,0.9659529962,0.4929044471,0.3681334812,0.8920936272,0.1131429437,0.0321299018,155.451,0.4662160889
R,0.9672309109,0.2386584165,0.5417676117,0.9006585455,0.1440296071,0.0315535523,144.185,0.1093223069
R,0.9452718195,0.337005934,0.1350242343,0.2126016266,0.1141882178,0.0328044696,153.98,0.1704210227
R,0.7250346867,0.3807948957,0.5520900819,0.8589382187,0.0757829228,0.0321616917,150.372,0.4178083222
R,0.6867575882,0.4240816366,0.3477784881,0.0267374979,0.1135894951,0.0415917484,148.119,0.5854145179
R,0.9385333859,0.4508954134,0.4104038259,0.9639253115,0.1019903823,0.0294414128,132.98,0.3662385533
R,0.8145426403,0.3609822314,0.2659958503,0.4700440605,0.126804316,0.0295817646,160.27,0.4873790729
R,0.689638177,0.3453857146,0.672435563,0.9135345282,0.0790854247,0.0367942187,147.766,0.4181634466
R,0.8782384304,0.3065064947,0.2892141687,0.9363901592,0.1219207283,0.0414346355,122.327,0.4983390727
R,0.6253737814,0.2662075466,0.6851176029,0.8860402051,0.1237240642,0.0317623491,144.816,0.2947132961
R,0.151779905,0.2555224708,0.5939789037,0.9044665532,0.1082256521,0.0403436008,126.258,0.1882518718
R,0.4685848084,0.4532023385,0.5694094105,0.9277646962,0.1097583714,0.0358444733,78.63,0.3345437612
R,0.1698699986,0.2770446187,0.4986647969,0.6583403643,0.1872041954,0.0404587974,90.563,0.1852432728
R,0.591586655,0.5249924354,0.6767327229,0.8701034573,0.6083523647,0.061007317,102.594,0.5063477992
R,0.0057908254,0.1842421611,0.5935728497,0.8657597811,0.1115156164,0.0431867443,127.184,0.1963577753
R,0.7365592258,0.4624878947,0.2780823997,0.5725167718,0.0870568747,0.0411460047,114.02,0.0396289908
R,0.8256083992,0.6603241538,0.6981838369,0.9659840914,0.109870885,0.0385144484,155.02,0.7233136996
R,0.7765153732,0.6884126875,0.4758369347,0.9479326152,0.1023563664,0.0322197807,156.083,0.825706918
R,0.9244270162,0.7007309816,0.3499484063,0.1834711437,0.1157725532,0.0445118635,110.581,0.5507388286
R,0.1110691518,0.4268132644,0.2632691407,0.2409241375,0.0925500788,0.0369324895,114.404,0.097904848
R,0.9539563237,0.517486059,0.6461685723,0.9236855985,0.1327803919,0.0366110592,132.378,0.5153595931
R,0.9830438328,0.5125052825,0.4500333367,0.8847455571,0.1287536406,0.039270996,115.087,0.4103599598
R,0.8839238841,0.5367044783,0.5367335388,0.842373928,0.1284515049,0.0444670658,127.68,0.0609304646
R,0.9302952394,0.4377267291,0.5802264875,0.914473015,0.1688485229,0.0332631876,138.219,0.3652259219
R,0.9197814682,0.2548433081,0.9067008999,0.8652654132,0.2472852999,0.0442071132,182.256,0.2342247618
R,0.8956667705,0.174931018,0.8109737246,0.8477443429,0.1206109581,0.0360657385,168.346,0.4754299185
R,0.8812387022,0.1714948965,0.6768301866,0.899514899,0.3074556585,0.0517891748,209.16,0.2231208898
R,0.8162065906,0.0957740635,0.5760186423,0.9111402715,0.1286219479,0.0761008677,162.194,0.2737252928
E,0.9920899686,0.1800051615,0.1228074291,0.9222532669,0.1318957036,0.0397442613,88.395,0.0210235131
E,0.2467912291,0.7828151605,0.2147433279,0.0086575201,0.1227199774,0.0573770214,86.921,0.7996426958
E,0.8849439687,0.111068791,0.0933527571,0.9512536012,0.1023209023,0.0428253133,85.277,0.0241882629
E,0.8127597429,0.4006777081,0.1098506431,0.1251509129,0.1114536077,0.0443710692,120.634,0.1895808993
E,0.9933302815,0.3665694642,0.2874145497,0.9568723995,0.0821445691,0.0256259248,89.65,0.1709201201
E,0.895432787,0.5846823754,0.1984215026,0.0264671732,0.1112795045,0.048758359,119.992,0.1132687635
E,0.9914667526,0.3473789006,0.1087057702,3.64424e-05,0.1691392002,0.0709265925,87.524,0.1565462708
E,0.9922272773,0.4870259543,0.2312178393,0.5589460708,0.1117556474,0.2346191334,124.809,0.0333875127
E,0.9925883927,0.3982810784,0.0842535726,1.15e-07,0.1249152108,0.0613925466,89.751,0.1150013888
E,0.8671232012,0.7561142732,0.9876743212,0.8440667048,0.0969988192,0.5340770475,145.766,0.0362792445
E,0.1306133842,0.5824075253,0.2368090194,0.0916532611,0.2607408075,0.0811706181,42.999,0.1304646289
E,0.3264079913,0.8261193717,0.7342326914,0.9199575561,0.112054091,0.1682010919,93.021,0.9735553111
E,0.9939474222,0.1580928686,0.0001837131,0.3353461851,0.113120401,0.0433654679,59.006,0.0368488595
E,0.0105983252,0.5674804241,0.7133408501,0.0395648441,0.7503054567,0.0323320253,89.974,0.7115458754
E,0.6393934027,0.6548411389,0.7497138692,0.5592884292,0.4149546028,0.8901939762,112.08,0.0352976617
E,0.0498541608,0.3374933741,0.2776444625,0.9460652236,0.1195033376,0.0474497482,134.175,0.1602092869
E,0.0001436677,0.1491631526,0.7145198971,0.5366974645,0.1381429357,0.06863806,135.823,0.0361380073
E,0.4342549743,0.4607322215,0.8627467642,0.9550246018,0.5351868351,0.1337819872,179.986,0.2966375067
E,0.9601929502,0.064450004,0.3237306182,0.0075154388,0.2361206577,0.0367241654,211.546,0.1058755178
E,0.0002728919,0.3047452288,0.3719442912,0.868970232,0.0893383902,0.0622412942,120.15,0.0459506304
R,0.8549678226,0.4854529906,0.7712614297,0.9012022108,0.1717078574,0.0720204881,164.89,0.7379164124
R,0.5954128233,0.5536173074,0.6662908803,0.8897934207,0.1248998682,0.0493954611,166.86,0.9669263855
R,0.3722695753,0.5207990015,0.5792784938,0.849895097,0.1365058286,0.0466566222,99.077,0.1815027638
R,0.7307916264,0.9027756556,0.3210493231,0.9532873178,0.0996364638,0.045218079,131.057,0.4769635542
R,0.9399907867,0.8386923397,0.4252203693,0.9401997076,0.1093885922,0.0336042436,129.046,0.689127895
R,0.9555180363,0.5335047746,0.2038125717,0.9645270966,0.1117512261,0.0394888623,96.56,0.6147380288
R,0.9782519975,0.3977304387,0.5709981387,0.0846074016,0.1306757878,0.069124862,141.116,0.2078914388
R,0.9599849717,0.4951680706,0.6744169825,2.6911e-06,0.1225762581,0.0330081383,137.983,0.2258298884
R,0.9916069891,0.4556617912,0.8005637051,0.8945013755,0.1444563745,0.0438430519,138.02,0.5495002976
R,0.9516380426,0.4424427247,0.4249431707,0.0035370063,0.1277910462,0.0477666932,129.846,0.2210661747
R,0.9908740021,0.5996427108,0.7576283459,0.042151714,0.0476862275,0.0850641202,141.089,0.5159230433
R,0.9910486101,0.3349610677,0.6272609494,0.4882857133,0.1324782508,0.0664020036,144.136,0.3824892977
R,0.9511719825,0.3921413828,0.6599991424,0.483571293,0.3714094649,0.0378156586,165.723,0.4950647835
